Ticker,Last,RVOL,ATR%,RSI14,Dist_to_52W_High%,$ADV20,MA20,MA50,Above_MA20,Above_MA50,Ret20d%,Ret5d%,Setup,Score,Is_Leveraged_ETF
RSI,13.25,5.32,13.94,26.9,40.95,190371181.0,19.3,19.03,0,0,-32.95,-34.66,Reversal,43.84,False
OVLY,16.39,3.67,12.49,33.0,77.28,36392092.0,21.75,29.95,0,0,-40.55,-25.06,Reversal,38.62,False
UPST,16.39,3.67,12.49,33.0,77.28,36392092.0,21.75,29.95,0,0,-40.55,-25.06,Reversal,38.62,False
MC,8.32,1.36,11.24,13.6,57.64,33598416.0,11.9,11.74,0,0,-37.54,-32.25,Reversal,32.27,False
FDBC,8.32,1.36,11.24,13.6,57.64,33598416.0,11.9,11.74,0,0,-37.54,-32.25,Reversal,32.27,False
CWH,8.32,1.36,11.24,13.6,57.64,33598416.0,11.9,11.74,0,0,-37.54,-32.25,Reversal,32.27,False
GDYN,21.09,1.67,7.6,25.1,60.3,55764099.0,26.32,28.77,0,0,-25.03,-22.38,Reversal,28.15,False
BYRN,87.68,1.51,6.11,29.3,43.02,1032754075.0,101.81,117.78,0,0,-23.74,-13.34,Reversal,25.48,False
MATW,36.85,1.7,5.63,28.9,44.93,62201616.0,40.38,44.05,0,0,-17.27,-3.13,Reversal,25.41,False
AESI,36.85,1.7,5.63,28.9,44.93,62201616.0,40.38,44.05,0,0,-17.27,-3.13,Reversal,25.41,False
FELE,61.58,1.38,6.2,34.0,36.58,89441173.0,64.9,77.35,0,0,-19.26,0.24,Reversal,24.49,False
NU,31.54,1.38,5.99,30.1,21.05,103420520.0,34.41,33.65,0,0,-12.7,-5.93,Reversal,22.66,False
HLLY,700.91,1.47,7.25,72.7,8.38,3283747916.0,579.66,448.61,1,1,83.75,4.96,Breakout,22.34,False
REPX,59.36,1.42,5.09,22.4,24.11,89098573.0,66.82,70.56,0,0,-17.25,-6.05,Reversal,21.68,False
KREF,19.22,1.7,4.49,28.6,19.48,49406426.0,20.81,21.0,0,0,-14.58,-6.7,Reversal,21.08,False
OSG,29.69,1.52,5.86,67.9,2.97,36541573.0,27.23,21.58,1,1,10.62,6.15,Breakout,20.88,False
NX,61.97,1.31,3.99,22.8,27.09,298038559.0,65.65,67.46,0,0,-4.88,-3.89,Reversal,20.26,False
CASS,17.28,2.47,2.79,73.2,2.1,172230969.0,16.1,15.0,1,1,14.89,4.66,Breakout,18.23,False
USPH,79.9,1.68,3.12,54.8,6.17,669398002.0,76.84,78.33,1,1,7.33,4.19,Breakout,17.23,False
BPRN,364.54,1.48,2.66,60.4,1.37,456555937.0,348.53,332.4,1,1,2.39,2.36,Breakout,16.57,False
GMGI,364.54,1.48,2.66,60.4,1.37,456555937.0,348.53,332.4,1,1,2.39,2.36,Breakout,16.57,False
LDI,19.49,1.57,3.24,98.3,1.57,68012972.0,16.18,14.2,1,1,38.23,11.69,Breakout,15.83,False
